Date,Time,Open,High,Low,Close,Volume
2017.12.29,19:00,1.20216,1.20238,1.19924,1.19973,13567
2017.12.29,15:00,1.19865,1.20253,1.19853,1.20214,22432
2017.12.29,11:00,1.1981,1.19984,1.19733,1.19866,17779
2017.12.29,07:00,1.19487,1.19874,1.19458,1.1981,18233
2017.12.29,03:00,1.1942,1.19493,1.19374,1.19488,7397
2017.12.28,23:00,1.19422,1.1949,1.19363,1.19419,7774
2017.12.28,19:00,1.19527,1.19589,1.1939,1.19421,11003
2017.12.28,15:00,1.1947,1.19549,1.19363,1.19527,21177
2017.12.28,11:00,1.19316,1.19471,1.19231,1.1947,18046
2017.12.28,07:00,1.19314,1.19463,1.19257,1.19317,15930
2017.12.28,03:00,1.19054,1.19327,1.19021,1.19314,10620
2017.12.27,23:00,1.18869,1.19055,1.18864,1.19054,9245
2017.12.27,19:00,1.18987,1.19032,1.18843,1.18876,11706
2017.12.27,15:00,1.19009,1.191,1.18852,1.18987,21019
2017.12.27,11:00,1.18877,1.19041,1.18802,1.19008,20307
2017.12.27,07:00,1.1878,1.18907,1.18642,1.18877,17833
2017.12.27,03:00,1.186,1.18801,1.18591,1.18777,7678
2017.12.26,23:00,1.18578,1.18643,1.18548,1.186,6910
2017.12.26,19:00,1.18701,1.18717,1.18577,1.1858,8056
2017.12.26,15:00,1.18551,1.18786,1.1855,1.18702,13617
2017.12.26,11:00,1.18606,1.18607,1.18464,1.1855,7945
2017.12.26,07:00,1.18671,1.18754,1.18573,1.18607,4204
2017.12.22,19:00,1.18529,1.18635,1.18435,1.18588,18433
2017.12.22,15:00,1.18543,1.18566,1.1828,1.18528,23728
2017.12.22,11:00,1.18485,1.18569,1.1845,1.18545,20194
2017.12.22,07:00,1.18495,1.18619,1.18445,1.18486,19062
2017.12.22,03:00,1.18442,1.18516,1.18422,1.18494,7606
2017.12.21,23:00,1.18728,1.18753,1.18166,1.18442,15649
2017.12.21,19:00,1.18675,1.18785,1.18615,1.18733,10976
2017.12.21,15:00,1.18584,1.18788,1.1849,1.18675,24799
2017.12.21,11:00,1.18806,1.18893,1.18509,1.18583,21797
2017.12.21,07:00,1.18676,1.18869,1.18631,1.18805,19767
2017.12.21,03:00,1.18706,1.18756,1.1863,1.18676,7757
2017.12.20,23:00,1.18702,1.18818,1.18685,1.18706,9136
2017.12.20,19:00,1.18766,1.18888,1.18686,1.18706,13014
2017.12.20,15:00,1.18438,1.19015,1.1843,1.18765,31422
2017.12.20,11:00,1.18374,1.18578,1.18321,1.18437,21496
2017.12.20,07:00,1.18457,1.18538,1.18287,1.18374,20059
2017.12.20,03:00,1.18416,1.18467,1.18408,1.18455,6469
2017.12.19,23:00,1.18393,1.1846,1.18352,1.18417,7470
2017.12.19,19:00,1.18284,1.18485,1.18278,1.18392,15179
2017.12.19,15:00,1.18266,1.18301,1.18044,1.18285,32049
2017.12.19,11:00,1.18062,1.18317,1.17996,1.18265,23306
2017.12.19,07:00,1.17922,1.18184,1.179,1.18063,19243
2017.12.19,03:00,1.17821,1.17955,1.178,1.17922,7651
2017.12.18,23:00,1.17812,1.17856,1.17764,1.1782,8275
2017.12.18,19:00,1.17902,1.17975,1.17749,1.17812,12737
2017.12.18,15:00,1.17934,1.18341,1.17877,1.17901,25823
2017.12.18,11:00,1.1789,1.1799,1.17838,1.17934,18503
2017.12.18,07:00,1.17607,1.17948,1.17607,1.17889,19313
2017.12.18,03:00,1.1756,1.17649,1.17554,1.17606,8289
2017.12.17,23:00,1.17442,1.17567,1.17377,1.17561,12249
2017.12.15,19:00,1.17649,1.17654,1.17495,1.17505,13986
2017.12.15,15:00,1.17993,1.18,1.17603,1.17643,32113
2017.12.15,11:00,1.17969,1.18121,1.17908,1.17992,20220
2017.12.15,07:00,1.17834,1.17984,1.17789,1.17968,15318
2017.12.15,03:00,1.17843,1.17909,1.17782,1.17835,9556
2017.12.14,23:00,1.17779,1.179,1.17644,1.17842,10336
2017.12.14,19:00,1.17876,1.18012,1.17746,1.17772,16793
2017.12.14,15:00,1.18204,1.18265,1.17705,1.17877,30269
2017.12.14,11:00,1.18189,1.18624,1.1812,1.18206,27306
2017.12.14,07:00,1.18266,1.18375,1.18106,1.1819,19040
2017.12.14,03:00,1.18419,1.18419,1.18254,1.18265,8888
2017.12.13,23:00,1.18254,1.18434,1.18217,1.1842,12482
2017.12.13,19:00,1.17626,1.18314,1.17625,1.18255,29914
2017.12.13,15:00,1.17574,1.17704,1.17474,1.17626,22966
2017.12.13,11:00,1.17495,1.17708,1.17292,1.17575,18792
2017.12.13,07:00,1.17544,1.17625,1.17374,1.1749,10688
2017.12.13,03:00,1.17428,1.17619,1.17422,1.17545,8057
2017.12.12,23:00,1.17411,1.17478,1.1735,1.17428,5479
2017.12.12,19:00,1.17233,1.17486,1.17207,1.17412,12476
2017.12.12,15:00,1.17503,1.17517,1.17173,1.17232,23967
2017.12.12,11:00,1.17835,1.17859,1.17496,1.17504,16299
2017.12.12,07:00,1.17728,1.17924,1.17697,1.17833,15308
2017.12.12,03:00,1.1769,1.17753,1.17643,1.17728,5296
2017.12.11,23:00,1.17686,1.17796,1.17685,1.1769,7104
2017.12.11,19:00,1.17915,1.17939,1.17639,1.17684,9635
2017.12.11,15:00,1.1778,1.18114,1.17772,1.17915,20778
2017.12.11,11:00,1.17969,1.18031,1.17765,1.17781,14500
2017.12.11,07:00,1.17799,1.18004,1.1775,1.1797,14458
2017.12.11,03:00,1.17766,1.17841,1.1775,1.178,6983
2017.12.10,23:00,1.17659,1.17776,1.17628,1.17767,9138
2017.12.08,19:00,1.17557,1.17719,1.17554,1.17715,8628
2017.12.08,15:00,1.17628,1.17712,1.17464,1.17559,27235
2017.12.08,11:00,1.17364,1.17687,1.173,1.17624,21547
2017.12.08,07:00,1.17649,1.17675,1.1732,1.17366,20423
2017.12.08,03:00,1.17632,1.17691,1.17602,1.1765,7854
2017.12.07,23:00,1.17726,1.17764,1.17613,1.17631,8772
2017.12.07,19:00,1.17971,1.18144,1.17717,1.17724,18069
2017.12.07,15:00,1.17993,1.18,1.17859,1.17969,21697
2017.12.07,11:00,1.17888,1.18006,1.17759,1.17993,17110
2017.12.07,07:00,1.17921,1.18047,1.17865,1.17889,13164
2017.12.07,03:00,1.1798,1.18065,1.17889,1.17917,7887
2017.12.06,23:00,1.17949,1.18083,1.17924,1.17981,9184
2017.12.06,19:00,1.17927,1.18005,1.17886,1.17951,11038
2017.12.06,15:00,1.18076,1.1808,1.17803,1.17927,24428
2017.12.06,11:00,1.18232,1.18331,1.17999,1.18075,20097
2017.12.06,07:00,1.18437,1.18439,1.18121,1.18233,18971
2017.12.06,03:00,1.18261,1.18477,1.18256,1.18438,11781
2017.12.05,23:00,1.18258,1.18311,1.18161,1.18262,10532
2017.12.05,19:00,1.18055,1.18293,1.18005,1.18259,13652
2017.12.05,15:00,1.18345,1.18427,1.18046,1.18054,33230
2017.12.05,11:00,1.18528,1.18738,1.18273,1.18346,18217
2017.12.05,07:00,1.18672,1.18764,1.18417,1.18529,17695
2017.12.05,03:00,1.18727,1.18763,1.18668,1.18671,7650
2017.12.04,23:00,1.18655,1.18745,1.18617,1.18726,9095
2017.12.04,19:00,1.18436,1.18682,1.1843,1.18654,12840
2017.12.04,15:00,1.18452,1.18596,1.1829,1.18437,28894
2017.12.04,11:00,1.18526,1.18672,1.18427,1.18455,21707
2017.12.04,07:00,1.18675,1.18783,1.18359,1.18541,21250
2017.12.04,03:00,1.18747,1.18755,1.18671,1.18676,7823
2017.12.03,23:00,1.18708,1.18757,1.18556,1.18749,12711
2017.12.01,19:00,1.19062,1.19102,1.1885,1.18981,18382
2017.12.01,15:00,1.1869,1.19346,1.18506,1.1906,51876
2017.12.01,11:00,1.19024,1.1911,1.18629,1.1869,26314
2017.12.01,07:00,1.1927,1.19401,1.19004,1.19023,24232
2017.12.01,03:00,1.19091,1.19294,1.19002,1.19272,12742
2017.11.30,23:00,1.19035,1.19155,1.18869,1.1909,13208
2017.11.30,19:00,1.18911,1.19146,1.18889,1.19037,18000
2017.11.30,15:00,1.18588,1.19312,1.18587,1.18912,37315
2017.11.30,11:00,1.18307,1.18635,1.18086,1.18587,21134
2017.11.30,07:00,1.18642,1.18757,1.1825,1.18312,19647
2017.11.30,03:00,1.18607,1.18707,1.18584,1.18641,9479
2017.11.29,23:00,1.18467,1.18681,1.18462,1.18608,12549
2017.11.29,19:00,1.18511,1.18648,1.18459,1.18467,14683
2017.11.29,15:00,1.18373,1.18656,1.18282,1.1851,30961
2017.11.29,11:00,1.18664,1.18672,1.18166,1.18373,22024
2017.11.29,07:00,1.1851,1.18826,1.18506,1.18663,19089
2017.11.29,03:00,1.18415,1.1856,1.18412,1.18511,9719
2017.11.28,23:00,1.18381,1.18526,1.18368,1.18416,11672
2017.11.28,19:00,1.18696,1.18701,1.18268,1.18399,24749
2017.11.28,15:00,1.18936,1.18989,1.18637,1.18694,29587
2017.11.28,11:00,1.18911,1.19001,1.18746,1.18936,16871
2017.11.28,07:00,1.19017,1.19197,1.1885,1.18915,19597
2017.11.28,03:00,1.18993,1.19085,1.18976,1.19017,8396
2017.11.27,23:00,1.18976,1.19084,1.18903,1.18992,10145
2017.11.27,19:00,1.19022,1.19059,1.18954,1.18981,8724
2017.11.27,15:00,1.19587,1.19587,1.18977,1.19022,25755
2017.11.27,11:00,1.19301,1.1961,1.19262,1.19586,16145
2017.11.27,07:00,1.19281,1.19565,1.19171,1.19301,17947
2017.11.27,03:00,1.19204,1.19287,1.1914,1.1928,6666
2017.11.26,23:00,1.19292,1.19358,1.19117,1.19205,10533
2017.11.24,19:00,1.19274,1.19384,1.19227,1.19323,10780
2017.11.24,15:00,1.18963,1.19441,1.18948,1.19275,20441
2017.11.24,11:00,1.1868,1.18986,1.18551,1.18962,15204
2017.11.24,07:00,1.18515,1.18744,1.18366,1.18681,15578
2017.11.24,03:00,1.18481,1.18586,1.18434,1.18516,7722
2017.11.23,23:00,1.18497,1.18545,1.18366,1.18481,8863
2017.11.23,19:00,1.18492,1.18533,1.18448,1.18498,13377
2017.11.23,15:00,1.1849,1.18543,1.18398,1.18492,8124
2017.11.23,11:00,1.18424,1.18556,1.1838,1.18491,11181
2017.11.23,07:00,1.18294,1.18466,1.18236,1.18425,14308
2017.11.23,03:00,1.18227,1.18379,1.18169,1.18292,9172
2017.11.22,23:00,1.18213,1.18243,1.1813,1.18227,8900
2017.11.22,19:00,1.1795,1.18268,1.17924,1.18214,16119
2017.11.22,15:00,1.17504,1.17982,1.175,1.17948,21626
2017.11.22,11:00,1.17563,1.17563,1.17352,1.17505,15951
2017.11.22,07:00,1.17438,1.17731,1.17417,1.17563,15723
2017.11.22,03:00,1.17385,1.17449,1.17345,1.17441,6476
2017.11.21,23:00,1.17377,1.17475,1.17321,1.17384,9389
2017.11.21,19:00,1.17425,1.17515,1.17349,1.17377,10810
2017.11.21,15:00,1.17218,1.17479,1.1718,1.17425,20780
2017.11.21,11:00,1.17285,1.17463,1.17127,1.17219,16315
2017.11.21,07:00,1.17413,1.17574,1.17137,1.17284,16950
2017.11.21,03:00,1.17335,1.17431,1.17299,1.17416,4990
2017.11.20,23:00,1.17322,1.17444,1.17304,1.17334,9223
2017.11.20,19:00,1.17468,1.17504,1.17278,1.17327,13901
2017.11.20,15:00,1.17707,1.17752,1.17317,1.17465,23929
2017.11.20,11:00,1.17941,1.17962,1.17663,1.17706,18666
2017.11.20,07:00,1.17334,1.18084,1.17318,1.17942,26218
2017.11.20,03:00,1.17445,1.17457,1.17248,1.17333,12001
2017.11.19,23:00,1.17877,1.1797,1.17221,1.17446,20024
2017.11.17,19:00,1.18012,1.18057,1.17854,1.17865,13570
2017.11.17,15:00,1.17874,1.18024,1.17762,1.18012,25588
2017.11.17,11:00,1.17935,1.18122,1.17736,1.17871,17562
2017.11.17,07:00,1.18034,1.18156,1.17838,1.17934,21068
2017.11.17,03:00,1.18126,1.18214,1.18024,1.18034,16000
2017.11.16,23:00,1.17694,1.18161,1.1765,1.18125,14613
2017.11.16,19:00,1.17728,1.17771,1.17589,1.17696,12626
2017.11.16,15:00,1.17751,1.1785,1.17603,1.1773,24277
2017.11.16,11:00,1.17757,1.17793,1.17564,1.1775,20607
2017.11.16,07:00,1.1779,1.18007,1.17712,1.17757,24597
2017.11.16,03:00,1.17874,1.17874,1.17755,1.1779,10302
2017.11.15,23:00,1.17909,1.17919,1.17681,1.17874,12193
2017.11.15,19:00,1.17974,1.18034,1.17887,1.17908,15526
2017.11.15,15:00,1.18443,1.18445,1.17896,1.17974,33201
2017.11.15,11:00,1.18393,1.18603,1.18262,1.1844,26351
2017.11.15,07:00,1.17866,1.18527,1.17844,1.18394,28105
2017.11.15,03:00,1.17893,1.1799,1.17859,1.17864,10967
2017.11.14,23:00,1.17974,1.18022,1.17856,1.17892,11844
2017.11.14,19:00,1.17811,1.18048,1.17806,1.17974,15963
2017.11.14,15:00,1.17516,1.1785,1.17445,1.17812,27424
2017.11.14,11:00,1.17176,1.17636,1.17126,1.17516,21443
2017.11.14,07:00,1.16737,1.17198,1.16642,1.17177,19363
2017.11.14,03:00,1.16699,1.16762,1.16664,1.16738,6789
2017.11.13,23:00,1.16665,1.16757,1.16612,1.167,6985
2017.11.13,19:00,1.16624,1.16708,1.16619,1.16669,8588
2017.11.13,15:00,1.16698,1.16741,1.16548,1.16624,18237
2017.11.13,11:00,1.16412,1.16749,1.1638,1.16698,14098
2017.11.13,07:00,1.16578,1.16583,1.16372,1.16412,16852
2017.11.13,03:00,1.16498,1.16599,1.16488,1.16579,7069
2017.11.12,23:00,1.16577,1.16645,1.16446,1.16498,9399
2017.11.10,19:00,1.16589,1.16686,1.16577,1.16646,10500
2017.11.10,15:00,1.1648,1.16778,1.16479,1.16588,23001
2017.11.10,11:00,1.16599,1.16599,1.16381,1.16479,17250
2017.11.10,07:00,1.16457,1.16619,1.16225,1.16599,21060
2017.11.10,03:00,1.16457,1.16494,1.1641,1.16456,11036
2017.11.09,23:00,1.16412,1.16542,1.16384,1.16456,12998
2017.11.09,19:00,1.164,1.16498,1.16374,1.16411,17955
2017.11.09,15:00,1.16041,1.16546,1.15999,1.164,33344
2017.11.09,11:00,1.1602,1.16441,1.15988,1.16043,23845
2017.11.09,07:00,1.1603,1.16154,1.15894,1.1602,18434
2017.11.09,03:00,1.15937,1.16046,1.15907,1.1603,16092
2017.11.08,23:00,1.15941,1.15968,1.15854,1.15938,9757
2017.11.08,19:00,1.15932,1.15986,1.15891,1.15942,14095
2017.11.08,15:00,1.1591,1.16037,1.15788,1.15935,21979
2017.11.08,11:00,1.15919,1.16064,1.15834,1.15909,17770
2017.11.08,07:00,1.15958,1.16108,1.15848,1.1592,19631
2017.11.08,03:00,1.15957,1.16003,1.15933,1.15957,9247
2017.11.07,23:00,1.15858,1.16058,1.15858,1.15957,14719
2017.11.07,19:00,1.15822,1.15924,1.15741,1.15856,14739
2017.11.07,15:00,1.15624,1.15902,1.15597,1.15822,26467
2017.11.07,11:00,1.15669,1.15779,1.15529,1.15623,19058
2017.11.07,07:00,1.16052,1.16091,1.15656,1.15669,19699
2017.11.07,03:00,1.16044,1.16149,1.16015,1.16053,10123
2017.11.06,23:00,1.1609,1.16151,1.16021,1.16043,9245
2017.11.06,19:00,1.16116,1.16158,1.16029,1.16092,11774
2017.11.06,15:00,1.15851,1.16132,1.158,1.16115,21003
2017.11.06,11:00,1.16024,1.16138,1.15835,1.15852,14963
2017.11.06,07:00,1.16121,1.16165,1.15878,1.16025,19978
2017.11.06,03:00,1.16101,1.16239,1.16059,1.1612,12537
2017.11.05,23:00,1.16127,1.16177,1.15963,1.16102,11322
2017.11.03,19:00,1.16024,1.16141,1.15989,1.16084,10147
2017.11.03,15:00,1.164,1.164,1.15998,1.16025,27800
2017.11.03,11:00,1.16467,1.16901,1.16387,1.1645,27582
2017.11.03,07:00,1.16648,1.16677,1.16398,1.16468,13057
2017.11.03,03:00,1.1661,1.16649,1.16561,1.16648,6843
2017.11.02,23:00,1.16562,1.16661,1.16539,1.1661,8640
2017.11.02,19:00,1.16562,1.16641,1.16477,1.1656,14690
2017.11.02,15:00,1.16499,1.16871,1.16497,1.1656,31986
2017.11.02,11:00,1.16414,1.16671,1.1635,1.16501,26856
2017.11.02,07:00,1.1656,1.16624,1.16258,1.16415,16812
2017.11.02,03:00,1.16603,1.16649,1.16495,1.1656,10857
2017.11.01,23:00,1.16222,1.16713,1.16128,1.16604,16581
2017.11.01,19:00,1.16251,1.1641,1.16102,1.16222,19389
2017.11.01,15:00,1.16126,1.1643,1.161,1.16248,22620
2017.11.01,11:00,1.16319,1.16431,1.16061,1.16116,18743
2017.11.01,07:00,1.1629,1.16571,1.16285,1.16322,17200
2017.11.01,03:00,1.16364,1.16373,1.16253,1.16289,9123
2017.10.31,23:00,1.16455,1.16547,1.16315,1.16362,11332
2017.10.31,19:00,1.16472,1.16564,1.16399,1.16455,11390
2017.10.31,15:00,1.16394,1.1661,1.16264,1.16469,24209
2017.10.31,11:00,1.16305,1.16431,1.16252,1.16398,20871
2017.10.31,07:00,1.16357,1.16498,1.16308,1.16333,16753
2017.10.31,03:00,1.16344,1.16386,1.16249,1.16356,9511
2017.10.30,23:00,1.1649,1.16526,1.16333,1.16343,12531
2017.10.30,19:00,1.16301,1.16578,1.16279,1.16491,11819
2017.10.30,15:00,1.16193,1.16458,1.16033,1.16301,22647
2017.10.30,11:00,1.16391,1.16418,1.16046,1.16194,20766
2017.10.30,07:00,1.16162,1.16404,1.16013,1.16392,19956
2017.10.30,03:00,1.16108,1.16174,1.16061,1.16161,9564
2017.10.29,23:00,1.16045,1.1615,1.15934,1.16104,13573
2017.10.27,19:00,1.15897,1.16084,1.15845,1.16071,15054
2017.10.27,15:00,1.15984,1.16235,1.1574,1.15897,38467
2017.10.27,11:00,1.16269,1.16384,1.15866,1.15987,26806
2017.10.27,07:00,1.16349,1.16435,1.16156,1.16268,24838
2017.10.27,03:00,1.16304,1.1639,1.16242,1.16347,12125
2017.10.26,23:00,1.16502,1.16565,1.16283,1.16304,13833
2017.10.26,19:00,1.16817,1.16821,1.16402,1.16502,22757
2017.10.26,15:00,1.17691,1.17852,1.1679,1.16819,36161
2017.10.26,11:00,1.18133,1.18165,1.17376,1.17692,30386
2017.10.26,07:00,1.18257,1.18365,1.18124,1.18136,20451
2017.10.26,03:00,1.18174,1.18327,1.18171,1.18256,10086
2017.10.25,23:00,1.18124,1.18228,1.18115,1.18175,10791
2017.10.25,19:00,1.18128,1.18174,1.17997,1.18125,17442
2017.10.25,15:00,1.17763,1.18169,1.17763,1.18127,36795
2017.10.25,11:00,1.1767,1.17859,1.17595,1.17764,27666
2017.10.25,07:00,1.17573,1.17748,1.1755,1.17674,23973
2017.10.25,03:00,1.17584,1.17639,1.17533,1.17574,9273
2017.10.24,23:00,1.17604,1.17696,1.17528,1.17583,11303
2017.10.24,19:00,1.1764,1.17925,1.17561,1.17608,21501
2017.10.24,15:00,1.17608,1.17768,1.17539,1.17636,22517
2017.10.24,11:00,1.17638,1.17696,1.1751,1.17607,16439
2017.10.24,07:00,1.17615,1.17655,1.17424,1.17636,17208
2017.10.24,03:00,1.17596,1.17698,1.17569,1.17615,9337
2017.10.23,23:00,1.17484,1.17605,1.17459,1.17597,7584
2017.10.23,19:00,1.17439,1.17538,1.17246,1.17484,15399
2017.10.23,15:00,1.17352,1.17633,1.17338,1.17441,21306
2017.10.23,11:00,1.17458,1.17528,1.1733,1.17353,18079
2017.10.23,07:00,1.17695,1.17772,1.174,1.17459,15620
2017.10.23,03:00,1.17598,1.17732,1.17551,1.17696,8550
2017.10.22,23:00,1.17664,1.17739,1.17511,1.17601,11146
2017.10.20,19:00,1.17835,1.17885,1.17662,1.17801,15694
2017.10.20,15:00,1.18009,1.18047,1.17621,1.17833,25131
2017.10.20,11:00,1.18029,1.18205,1.17957,1.18008,20543
2017.10.20,07:00,1.18148,1.1826,1.17906,1.1803,23665
2017.10.20,03:00,1.18494,1.18577,1.18071,1.18148,21754
2017.10.19,23:00,1.18517,1.18526,1.18428,1.18495,11689
2017.10.19,19:00,1.18344,1.18575,1.18259,1.18517,13376
2017.10.19,15:00,1.18301,1.18577,1.18267,1.18344,22522
2017.10.19,11:00,1.18063,1.18421,1.18002,1.18299,26058
2017.10.19,07:00,1.18022,1.18223,1.17678,1.1806,26811
2017.10.19,03:00,1.1811,1.18141,1.17947,1.18023,12652
2017.10.18,23:00,1.17869,1.18164,1.17867,1.18109,13743
2017.10.18,19:00,1.17865,1.18051,1.17833,1.1787,12116
2017.10.18,15:00,1.17647,1.17937,1.17596,1.17866,21294
2017.10.18,11:00,1.17453,1.17696,1.17298,1.17646,23228
2017.10.18,07:00,1.17634,1.17705,1.17435,1.17452,18270
2017.10.18,03:00,1.17725,1.17747,1.17622,1.17635,7903
2017.10.17,23:00,1.17659,1.17804,1.17641,1.17725,10485
2017.10.17,19:00,1.17451,1.17748,1.17442,1.17657,12129
2017.10.17,15:00,1.1751,1.17571,1.17359,1.17457,21091
2017.10.17,11:00,1.17652,1.17695,1.17511,1.17511,20067
2017.10.17,07:00,1.17772,1.17801,1.17546,1.17646,18240
2017.10.17,03:00,1.1786,1.17869,1.17748,1.17773,9688
2017.10.16,23:00,1.17955,1.17998,1.1784,1.17861,9333
2017.10.16,19:00,1.18102,1.18108,1.17857,1.17954,16120
2017.10.16,15:00,1.18067,1.18192,1.17949,1.18103,17093
2017.10.16,11:00,1.17895,1.18166,1.17841,1.18066,18644
2017.10.16,07:00,1.1809,1.18099,1.17801,1.17895,18425
2017.10.16,03:00,1.18124,1.18156,1.17978,1.1809,8737
2017.10.15,23:00,1.18126,1.18192,1.18054,1.18124,6312
2017.10.13,19:00,1.18268,1.18308,1.18103,1.18202,15741
2017.10.13,15:00,1.18562,1.18747,1.18268,1.18269,27359
2017.10.13,11:00,1.18308,1.1874,1.1805,1.18564,24051
2017.10.13,07:00,1.18452,1.18512,1.18149,1.18309,19006
2017.10.13,03:00,1.18438,1.18513,1.18373,1.18453,9507
2017.10.12,23:00,1.18293,1.18442,1.1825,1.18439,9715
2017.10.12,19:00,1.1835,1.18503,1.18267,1.18294,13927
2017.10.12,15:00,1.18471,1.18517,1.18286,1.18347,21193
2017.10.12,11:00,1.18621,1.18657,1.18403,1.18471,18459
2017.10.12,07:00,1.18759,1.18794,1.18557,1.1862,16388
2017.10.12,03:00,1.18638,1.18782,1.18626,1.18759,12524
